AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,Label
-0.14852585345449298,-0.11345145800571489,-0.09990763025234106,-0.11231597031684312,-0.3049856115281855,-0.17142821077190282,0.06842893842719774,-0.10649758153791367,3.06065907584374,1.87012599839598,0.14344850243631838,-0.14157087042427485,-0.11751972859619988,-0.15906230397786922,-0.24618434707835948,-0.09629395459582364,-0.09729984021453252,-0.10354261439235712,-0.08997038633985578,-0.1885598619646681,-0.12458152653786787,-0.10072431591399483,-0.08818572832844557,-0.08204618706676284,-0.16339606853630595,4
-0.14050508991956634,-0.08060426067153414,-0.020405863991193856,-0.10291273614032573,-0.22838839366289082,-0.18064054030147117,-0.1332776188341622,-0.32878919234295495,-0.3281977536070667,-0.5636236385353275,0.3200421566050579,-0.10414742103396556,-0.10543653949693191,-0.13689759325157952,-0.21159019807613114,-0.0912367952206436,-0.08166557366502712,-0.053226677406335306,-0.05656122255054026,-0.023746390297930107,-0.10086003986136616,-0.06568310275783369,-0.027465122176109337,-0.07612687280359337,-0.10468986847678642,1
-0.1326508420882527,-0.09933602373338343,-0.10142493465254822,-0.13801074406193384,-0.3105951374942574,-0.17327747543492972,0.04594509163042199,0.3080591670737817,2.331985420425954,2.312482848672417,0.12142555340291845,-0.13976106307900008,-0.1165994677390082,-0.1611055062584025,-0.23961508972504006,-0.0837083000172993,-0.09045579757947071,-0.08972623671376363,-0.10763981408734405,-0.16054288534531877,-0.10214332360549414,-0.0919914479412891,-0.09429459620591896,-0.09812482972013538,-0.16432465954402245,4
-0.13595474851423464,-0.08262162123863921,-0.080013656981037,-0.05993349605567052,-0.09884494818098648,-0.18763489127276475,-0.15549669005206002,-0.3379384784402743,-0.47049247933023264,-0.34239661499378504,-0.08767822177451433,-0.12420067705599538,-0.11019314498926212,-0.13620581352419267,-0.20497700965946536,-0.09354477331472283,-0.07461902558143448,-0.09159042585056532,-0.09648802692446444,0.12570786117267643,-0.11737495448011007,-0.08021101368020686,-0.09985185180165394,-0.06294956282593708,0.21369964173749056,3
-0.1487700373815753,-0.10245196857790317,-0.07797104008895567,0.1334107201821269,0.7525265549124261,-0.18548845380935397,-0.2449304294718853,-0.2964856248205779,-0.4215936800466787,-0.0023308520631613442,-0.17487978716381938,0.1586882480212511,0.09192588768089816,0.5917662042040438,1.5509553310409372,-0.09460880778839055,-0.09630567030884554,-0.11043941692641078,-0.08605699638175468,0.23736781646809946,-0.12886396980710885,-0.08557726623501068,-0.10821844185762158,-0.06632131506987984,0.38582191782445135,2
-0.13160854171037314,-0.11205091644074222,-0.10675951469928904,-0.129065897265872,-0.2442031643309516,-0.1775126414091681,-0.12164849756405673,0.7189278477697445,1.478369363835694,1.78299761288713,0.09497545889069048,-0.14053169678332303,-0.11728905272327013,-0.15904767688310864,-0.22418918929661935,-0.08806513880136745,-0.08767646923978499,-0.08800393503408882,-0.11066839190685131,-0.17547810798111416,-0.10080366512894427,-0.09820973118820359,-0.09768475608164585,-0.11572120217924793,-0.164734878557693,2
0.09338084103130465,-0.020654227413880778,-0.014946530034303024,-0.03274413210652598,-0.03231997534622323,-0.18534646973348545,-0.009223284282218263,0.10086930921915309,0.029175059149109655,-0.11254577349594369,-0.19409590770609997,-0.12007025583039872,-0.10279880719117211,-0.11698904961129092,-0.058719712436446095,-0.09239361266250262,-0.06665279737928846,-0.08329161679613734,-0.029425240587355635,0.057888552053405,0.19125328768805663,-0.02126953353937719,-0.0039337785761771,0.014037270465402716,0.11706071341293398,4
-0.15442707187283045,-0.09207917349210816,-0.09345067029669772,-0.07746390369925579,0.5490776636769363,-0.18920658549088867,-0.08404791231806961,-0.36740317173032716,-0.6218903354032701,-0.49078652083302976,-0.06704454563701485,-0.13967746689439417,-0.11881371934007673,-0.16418178714406934,-0.2539896932300706,-0.10136885976106091,-0.10007057575819105,-0.11630043904536141,-0.12015305985977102,-0.026813263691580245,-0.13254320553593002,-0.10739441707990066,-0.12789280856553537,-0.12799956233991439,0.07494556169887769,3
-0.14483483593749777,-0.053680565018376376,-0.010310052325592402,0.06414676050055299,0.08975463902804624,-0.1871610994761463,-0.05748725752016827,-0.02918957003636967,0.19932370717087866,-0.24662355384480644,0.5209539914264266,-0.13544105990312655,-0.10374386861341199,-0.14118642826276323,-0.1890161977248539,-0.09742938766533714,-0.06099291327238977,-0.0529263459883014,0.01619035099122641,0.2792366239637235,-0.12494323190857956,-0.04886219283523206,-0.0383185945801608,0.09936650947024059,0.30288487629030797,1
-0.12096315319951158,-0.11493214285426362,-0.13097711420563146,-0.15859404407996497,-0.27144380057956663,-0.18662153679786378,-0.2733684305137708,-0.5007692513027115,-0.45667399692827626,-0.49756401661670857,-0.19550495029660067,-0.13678928432621626,-0.09708470937609637,-0.13459685089504894,-0.1024393282270287,-0.09786472282427065,-0.10353353124558587,-0.11307608466013402,-0.13325033770003916,-0.10222452490247226,-0.0937560017504337,-0.10633531701172741,-0.12385221340740729,-0.13947574879231842,-0.12197462052016418,3
-0.07057071390048678,-0.11385306280298135,-0.12903931265607163,-0.17628854008968545,-0.4317530461684182,-0.17818319338355734,-0.09370401857683722,-0.1778778120492541,-0.5471955037522758,-0.7098301620312611,-0.19733409457502127,-0.1388028553532646,-0.10698454381966864,-0.14992779006700718,-0.24313661001641718,-0.09771263818209383,-0.10256829271342807,-0.11692751909863162,-0.14316082489359744,-0.2920822883041762,-0.10070228006100948,-0.1080420073895566,-0.12455227099920194,-0.15235852026783894,-0.32123910196669103,4
-0.14363141277492883,-0.11363715222330636,-0.12398949335860014,-0.1615038122029856,-0.4185084815406841,-0.1876519495507946,-0.232159262291495,-0.4128724152421901,-0.5647813515176953,-0.5707515434073481,-0.19930201905065226,-0.13954730085086392,-0.11450377576646228,-0.16047543792350918,-0.2489666217005789,-0.0967893914943692,-0.10070163628394853,-0.1064991124373058,-0.13218205947934553,-0.2609447015822449,-0.12612022898103892,-0.1072557384357981,-0.12012120743560602,-0.14406640491297712,-0.31120059960846463,4
-0.10993768181168544,-0.0981507680167756,-0.09101480319489867,-0.14060972965733043,-0.3388603420083918,-0.18091463906963798,-0.13148934879824298,0.6630563342913139,1.2324352185307565,1.6276883790141636,0.10623852587904534,-0.14029808130531896,-0.11782318681325053,-0.1612193555920742,-0.2513118525947386,-0.0895829979593993,-0.09122159258028777,-0.08260384934310896,-0.11441439364198927,-0.2401764338262139,-0.09249194285927369,-0.0852971169863425,-0.08921603439465121,-0.11362351097955763,-0.2098477259630528,2
-0.11735049831391563,-0.09011925954813713,-0.11247711323493853,-0.17261340874839792,-0.44859465500789564,0.37590352757893636,2.6922626292777405,2.6764317850296235,0.4149693037097042,-0.4692401162830949,-0.1900254412985692,-0.12939954541177692,-0.11372933814935644,-0.14254382977435198,-0.22079344317058797,-0.09681416360334454,-0.10004966243879747,-0.11882749164682918,-0.14644015038265845,-0.2423464266209276,-0.09092747030784944,-0.061396231957562636,-0.10905048736049018,-0.1523634836404079,-0.32739943855549175,1
-0.14737689509956323,-0.09584481883900174,-0.0393710295521479,0.08071593343187447,1.1376825902060217,-0.18902108609561574,-0.28963549390121107,-0.37256251707429033,-0.39896757836520474,-0.5106280183067109,-0.05966791599793873,-0.13795213053314279,-0.11781975759931793,-0.16562663092287638,-0.25480022916572626,-0.10118435089708473,-0.10050651545922909,-0.09651269717229549,-0.1259570136200314,-0.07962465634936235,-0.13238693704187043,-0.11014749611119568,-0.11204129626586214,-0.1288546722513342,0.08967942802890805,4
-0.15030037736959798,-0.1061769232831785,-0.10032793472643173,-0.08275988349235483,0.7439781733742066,-0.18767389818682018,-0.21270952592088882,-0.4590367421219924,-0.6152875600229935,-0.37911573306892243,-0.18716161783522697,0.024361356097753643,-0.0733396822315356,0.03131718171392802,0.2668967037336259,-0.09107315847577352,-0.07521321965282844,-0.10794775212095584,-0.11026017046172917,0.2629962710097455,-0.12732967000202208,-0.09836465117059465,-0.11342556861248064,-0.09846175967281126,0.33834933437854864,2
